Time;CellName;PRBUsageUL;PRBUsageDL;meanThr_DL;meanThr_UL;maxThr_DL;maxThr_UL;meanUE_DL;meanUE_UL;maxUE_DL;maxUE_UL;maxUE_UL+DL;Unusual
5:00;3ALTE;4.6480;1.0110;0.4870;0.0370;6.9820;0.5110;1.0410;1.0110;2;2;4;0
15:45;5ALTE;13.3390;2.7280;0.9440;0.1020;24.6110;1.1780;1.2330;1.1220;5;4;9;0
20:15;4BLTE;30.0120;3.7390;1.2270;0.1950;35.4930;1.2600;1.6880;1.2930;7;7;14;0
17:45;6BLTE;23.3430;4.5470;1.7590;0.0860;57.2370;3.2270;1.3040;0.0100;6;4;10;0
8:15;6CLTE;6.0630;0.7070;0.1390;0.0200;5.9930;0.3070;1.0710;0.0100;4;2;6;0
12:15;5CLTE;23.4440;5.3560;1.2460;0.1170;20.5500;0.7180;1.4850;1.1520;7;5;12;0
15:45;4CLTE;21.7260;6.9720;1.8590;0.1200;25.1590;1.0790;1.5360;1.5970;7;6;13;0
11:45;6ALTE;6.0878;0.6984;0.1688;0.0360;4.7377;0.9682;1.0894;0.0105;4;3;7;1
19:15;10BLTE;6.9720;2.0210;0.8980;0.0540;53.6380;0.9530;1.1010;1.0210;4;3;7;0
10:45;4CLTE;11.5200;1.8190;0.3330;0.0420;17.2670;0.6320;1.2330;1.1010;5;4;9;0
14:45;6VLTE;1.0110;1.8190;0.1650;0.0300;8.8770;0.5980;1.1720;0.0100;4;3;7;0
21:30;4CLTE;22.8370;3.7390;1.0610;0.1200;38.7230;5.7310;1.3240;1.2730;6;7;13;0
6:45;4CLTE;4.6480;0.5050;0.0380;0.0130;0.6110;0.1980;1.0410;1.0110;2;2;4;0
21:30;1BLTE;17.1790;2.9300;0.7310;0.0870;15.3470;2.2270;1.3040;1.0610;6;3;9;0
5:45;7WLTE;0.1010;0.8080;0.0120;0.0060;0.1430;0.0590;1.0110;0.0100;2;2;4;0
10:30;7BLTE;0.9090;3.9410;1.3960;0.1240;24.3340;1.1490;1.6770;0.0100;6;4;10;0
4:45;7WLTE;0.2020;1.0110;0.3250;0.0170;12.1770;0.2580;1.0310;0.0100;2;2;4;0
14:15;3BLTE;27.7890;6.4670;1.4010;0.1790;24.2510;10.5610;1.6270;1.4960;8;6;14;0
2:30;7VLTE;0.2987;1.3113;0.1846;0.0239;3.8280;0.6736;1.1118;0.0101;4;2;6;1
23:15;10CLTE;8.6657;3.4035;0.4855;0.0493;7.1985;3.9699;1.2172;1.0442;4;3;7;1
11:00;5BLTE;32.4370;5.7600;2.2550;0.1830;71.1940;1.6060;1.7180;1.4650;9;7;16;0
1:45;1CLTE;24.4540;3.5370;1.2320;0.0900;32.7920;2.0040;1.3740;1.1820;5;5;10;0
8:30;4ALTE;6.4670;1.9200;0.5630;0.0500;26.5670;0.5680;1.0910;1.0410;4;3;7;0
8:00;9BLTE;1.3140;0.4040;0.0370;0.0140;1.2890;0.1800;1.0310;1.0110;2;2;4;0
5:15;10CLTE;0.9309;0.4189;0.0174;0.0091;0.2835;0.1031;1.0568;1.0408;3;1;4;1
10:45;7ULTE;4.1430;5.7600;0.9030;0.1190;31.5940;1.4490;1.6070;0.0100;7;4;11;0
10:30;3BLTE;23.0390;4.0420;0.6610;0.0850;33.7280;0.8630;1.3840;1.3340;7;6;13;0
16:15;1BLTE;20.7150;2.5260;0.9990;0.1100;53.6990;3.0640;1.3640;1.1320;6;5;11;0
12:30;6ULTE;4.3450;8.0840;2.9840;0.1770;38.9080;2.7810;1.7780;0.0100;9;4;13;0
21:45;5BLTE;13.2380;0.9090;0.1250;0.0250;4.8510;0.4530;1.1320;1.1010;4;4;8;0
15:45;10ALTE;5.4570;0.5050;0.0340;0.0120;1.9650;0.3100;1.0510;1.0210;3;2;5;0
9:00;10ALTE;5.0869;2.4248;0.9611;0.0238;16.5867;0.3275;1.1101;1.0559;3;2;5;1
14:45;8ALTE;27.0810;4.0420;0.9880;0.1270;41.6290;9.6620;1.4450;1.2020;6;5;11;0
20:15;3CLTE;4.8500;0.8080;0.1750;0.0230;12.0800;0.4310;1.1010;1.0310;4;2;6;0
12:45;6WLTE;1.8190;3.9410;0.6320;0.0510;18.2210;1.3490;1.2020;0.0100;5;4;9;0
10:45;4ALTE;4.7935;1.0586;0.3071;0.0297;9.8020;0.5011;1.0960;1.0938;3;3;6;1
5:30;3CLTE;0.7070;0.4040;0.0370;0.0090;2.9000;0.2300;1.0110;1.0110;2;1;3;0
13:15;3CLTE;4.9803;0.9601;0.2802;0.0375;13.0271;0.7278;1.0993;1.0617;5;3;8;1
21:45;9ALTE;2.6270;2.0210;1.0830;0.0530;25.0480;1.4300;1.0510;1.0110;3;2;5;0
15:45;10ALTE;7.0576;1.7296;0.6106;0.0381;24.6575;0.7764;1.0771;1.0155;5;3;8;1
10:00;8ALTE;21.1190;2.3240;0.7920;0.1280;56.3730;11.3230;1.3540;1.1420;6;5;11;0
22:45;5ALTE;7.6800;1.1120;0.2060;0.0240;18.0610;0.3630;1.0910;1.0310;4;3;7;0
13:00;6ULTE;3.0320;4.2440;0.8890;0.0950;20.7750;0.7780;1.4550;0.0100;6;4;10;0
9:45;7VLTE;2.7280;2.4250;0.2510;0.0610;11.8340;1.0590;1.2130;0.0100;4;4;8;0
22:15;9BLTE;6.0458;1.2744;0.2970;0.0287;7.9500;0.3413;1.1357;1.0696;5;3;8;1
21:30;8ALTE;29.7981;4.4078;1.2663;0.2441;65.1505;6.7341;1.6620;1.3458;9;5;14;1
4:00;5BLTE;5.9620;0.5050;0.0370;0.0060;4.8660;0.1720;1.0310;1.0110;3;2;5;0
2:45;7WLTE;0.7377;1.3227;0.2141;0.0212;6.2362;0.3736;1.0474;0.0105;4;2;6;1
15:15;8BLTE;6.1894;1.2467;0.4182;0.0461;18.8842;0.5182;1.1121;1.0642;5;3;8;1
12:00;6ULTE;2.5260;3.0320;0.4920;0.0760;15.1860;1.3130;1.5060;0.0100;7;4;11;0
9:00;6ALTE;6.0630;0.8080;0.1220;0.0280;8.2840;0.8050;1.0710;0.0100;3;3;6;0
21:45;7ULTE;0.9090;1.7180;0.1260;0.0270;8.5160;1.5150;1.1420;0.0100;5;3;8;0
18:00;3CLTE;8.5890;1.6170;0.5150;0.0550;16.7340;1.3800;1.1120;1.0310;4;3;7;0
12:00;4CLTE;17.0770;3.0320;0.7700;0.0830;20.5310;1.1470;1.3440;1.3440;6;5;11;0
17:00;4CLTE;16.3700;2.0210;0.4700;0.0430;46.3150;1.1140;1.2430;1.2330;6;5;11;0
3:30;1ALTE;2.6270;0.5050;0.0540;0.0110;10.9540;0.2620;1.0310;1.0110;3;2;5;0
18:30;7VLTE;4.0420;2.6270;0.3650;0.1260;15.7060;8.3280;1.3540;0.0100;5;3;8;0
13:45;6VLTE;2.3103;3.3645;0.4359;0.0583;9.8008;0.7211;1.3021;0.0104;6;3;9;1
10:30;6CLTE;11.2170;1.2130;0.2830;0.0670;7.5200;1.0830;1.1520;0.0100;5;3;8;0
5:45;5CLTE;2.6270;0.4040;0.0130;0.0050;2.4110;0.1680;1.0310;1.0110;2;2;4;0
17:45;9ALTE;2.7280;0.6060;0.1210;0.0220;7.5530;0.3940;1.0610;1.0110;3;2;5;0
1:30;10ALTE;7.4665;0.8005;0.1133;0.0193;4.5974;0.2596;1.0685;1.0848;3;4;7;1
5:45;4BLTE;8.1850;0.5050;0.0460;0.0070;5.0380;0.3710;1.1220;1.0110;3;2;5;0
1:15;6WLTE;2.0210;4.5470;0.4820;0.0350;13.5060;0.4700;1.1320;0.0100;4;4;8;0
14:00;7WLTE;2.6270;2.5260;0.4270;0.0580;9.2740;0.5960;1.2330;0.0100;5;3;8;0
18:30;5ALTE;6.1640;1.1120;0.3910;0.0500;21.8200;1.2220;1.1320;1.0310;4;3;7;0
19:15;5ALTE;7.1750;2.4250;0.3890;0.0530;8.0940;0.6430;1.1420;1.0610;5;4;9;0
14:45;3BLTE;25.3640;4.5470;1.1680;0.1220;23.5100;1.2910;1.5460;1.2430;6;6;12;0
16:15;6CLTE;9.4990;1.6170;0.5560;0.0650;13.8260;0.9100;1.1520;0.0100;4;3;7;0
8:45;5CLTE;13.1370;1.0110;0.1500;0.0950;10.9660;3.1760;1.1820;1.0310;5;3;8;0
2:15;2ALTE;1.2130;0.4040;0.0060;0.0050;0.0730;0.0530;1.0110;0.0100;2;1;3;0
9:45;7VLTE;0.5339;1.9208;0.3415;0.0232;20.1004;0.5664;1.1294;0.0102;4;2;6;1
8:15;7ULTE;0.6140;1.7167;0.5693;0.0469;21.1980;1.8762;1.0639;0.0103;3;2;5;1
9:15;10CLTE;4.9510;0.6060;0.1060;0.0210;2.2200;0.3490;1.0510;1.0210;3;2;5;0
11:00;6BLTE;13.1190;1.3790;0.4870;0.0450;39.4447;0.9858;1.1223;0.0104;5;3;8;1
23:45;1ALTE;7.6800;1.3140;0.3750;0.0470;9.8860;0.7370;1.1010;1.0410;4;3;7;0
3:00;5ALTE;1.0110;0.4040;0.0620;0.0090;4.8040;0.1100;1.0210;1.0110;2;1;3;0
3:00;1ALTE;2.7280;0.5050;0.0690;0.0130;3.8850;0.2370;1.0210;1.0110;2;2;4;0
6:15;6ALTE;1.1120;0.4040;0.0310;0.0100;1.9560;0.4230;1.0110;0.0100;2;1;3;0
17:45;10CLTE;7.9830;1.5160;0.4030;0.0320;12.2260;0.4700;1.1320;1.0610;4;4;8;0
20:15;7BLTE;0.5050;3.0320;1.2110;0.0830;56.8220;3.4210;1.3840;0.0100;6;3;9;0
16:45;8ALTE;23.3430;3.4360;1.3140;0.1110;22.4630;0.8910;1.3740;1.1620;6;5;11;0
4:00;4CLTE;4.4460;0.5050;0.1010;0.0210;5.3540;0.2740;1.0410;1.0310;3;2;5;0
15:30;3BLTE;13.4142;2.2311;0.4925;0.0531;9.5375;0.7211;1.1978;1.1681;5;4;9;1
9:00;6WLTE;1.2130;3.2340;0.4020;0.0330;11.0950;0.6930;1.1920;0.0100;4;3;7;0
7:30;4ALTE;1.7180;0.8080;0.3920;0.0260;23.5450;0.5500;1.0310;1.0110;2;2;4;0
18:45;1ALTE;14.5720;1.8607;0.5675;0.0579;32.1729;0.6695;1.2304;1.0338;5;4;9;1
7:30;6ULTE;0.7070;1.6170;0.3620;0.0280;25.5100;0.3940;1.0610;0.0100;3;3;6;0
4:15;5ALTE;1.4150;0.4040;0.0080;0.0060;0.1120;0.3040;1.0210;1.0110;2;2;4;0
8:30;1ALTE;12.3280;2.8290;0.9670;0.0630;33.9540;0.6760;1.2730;1.1220;7;4;11;0
17:00;3ALTE;18.9970;3.0320;0.8300;0.0830;21.7290;2.0630;1.3140;1.1010;5;5;10;0
11:15;7VLTE;1.3140;2.5260;0.2340;0.0340;24.2850;0.9320;1.2430;0.0100;6;3;9;0
19:00;6CLTE;8.2860;0.8080;0.2500;0.0700;44.2080;15.2610;1.0810;0.0100;4;3;7;0
12:45;10CLTE;5.4570;0.8080;0.1060;0.0170;8.1200;0.3060;1.0810;1.0510;3;3;6;0
16:30;7ULTE;1.4918;3.1605;0.5179;0.0403;19.2765;0.6535;1.2091;0.0106;5;3;8;1
19:00;1BLTE;19.6040;2.9300;0.6830;0.1540;20.9950;1.4420;1.8690;1.1720;10;5;15;0
13:30;6ULTE;2.9300;3.5370;0.5980;0.0890;18.5430;4.2120;1.4850;0.0100;7;4;11;0
12:45;3BLTE;17.5830;2.2230;0.8380;0.0800;44.5520;6.8840;1.2730;1.1220;5;4;9;0
23:15;7ULTE;0.9090;1.8190;0.3180;0.0350;9.7140;0.6420;1.1420;0.0100;4;3;7;0
4:45;8ALTE;4.6480;0.8080;0.3290;0.0430;17.9120;0.5910;1.0910;1.0210;4;3;7;0
9:45;3CLTE;3.3283;0.8107;0.2021;0.0266;6.4637;0.5401;1.0652;1.0631;4;4;8;1
19:00;4BLTE;29.9110;3.6380;1.0870;0.1490;23.8510;1.8240;1.6270;1.2730;8;7;15;0
9:45;2ALTE;0.0000;0.4053;0.0267;0.0509;0.0658;0.1298;0.9956;0.0107;2;1;3;1
12:00;5BLTE;26.8218;1.6627;0.5128;0.5270;63.9613;15.2383;1.2859;1.1594;6;5;11;1
1:00;7BLTE;0.1010;0.7070;0.4500;0.0300;64.4540;0.5220;1.0610;0.0100;4;2;6;0
14:30;7VLTE;1.4503;5.8478;1.4417;0.0451;15.4421;0.3788;1.1060;0.0106;4;2;6;1
8:30;5BLTE;20.5130;2.3240;0.9420;0.0910;38.2190;1.2740;1.3440;1.1620;5;4;9;0
18:00;3CLTE;4.2584;0.8122;0.2323;0.0250;15.1107;0.1996;1.0439;1.0136;3;2;5;1
13:00;10CLTE;3.6380;0.6060;0.1130;0.0150;9.2770;0.3120;1.0510;1.0210;3;2;5;0
20:30;7ALTE;0.6060;1.8190;0.4500;0.1090;21.1910;3.5080;1.2020;0.0100;4;3;7;0
6:15;6ALTE;1.7180;0.9090;0.5940;0.0210;8.5050;0.1780;1.0210;0.0100;2;2;4;0
13:30;1BLTE;23.2420;3.9410;1.4610;0.1390;33.7220;1.7640;1.4250;1.1520;5;5;10;0
12:30;10BLTE;8.6900;1.1120;0.3730;0.0460;13.1340;0.7110;1.1320;1.0310;5;3;8;0
9:30;7BLTE;0.5050;1.6170;0.4020;0.0440;16.9020;0.5240;1.2630;0.0100;5;3;8;0
7:30;10BLTE;1.0689;0.4252;0.0315;0.0120;0.9773;0.1803;1.0342;1.0692;2;3;5;1
0:45;6WLTE;1.2130;1.5160;0.0970;0.0140;2.1310;0.1950;1.0210;0.0100;3;2;5;0
11:30;5BLTE;26.5760;6.0630;1.7340;0.1390;30.4480;1.0830;1.6270;1.4550;9;9;18;0
3:00;6CLTE;2.4250;0.4040;0.0280;0.0090;3.4130;0.1540;1.0310;0.0100;3;1;4;0
8:45;3CLTE;8.2860;1.1120;0.4040;0.0400;21.2910;1.0410;1.1010;1.0510;4;3;7;0
3:15;3CLTE;2.2230;0.6060;0.1200;0.0780;3.3370;2.0090;1.0410;1.0110;2;2;4;0
8:00;5ALTE;7.9830;1.2130;0.4160;0.0500;13.4030;0.6810;1.1120;1.0310;3;3;6;0
2:00;7WLTE;0.4040;1.5160;0.4430;0.0340;19.1220;0.4170;1.0510;0.0100;3;2;5;0
3:30;9ALTE;0.1010;0.4040;0.0050;0.0040;0.0760;0.0330;1.0110;1.0110;1;1;2;0
9:00;6BLTE;5.2237;0.5318;0.0302;0.0134;0.9397;0.1649;1.0256;0.0106;4;2;6;1
16:45;7VLTE;0.4992;1.4745;0.1432;0.0213;8.6323;0.3680;1.1968;0.0103;5;2;7;1
20:00;6ULTE;1.4150;2.1220;0.4640;0.0420;9.7760;0.3970;1.2020;0.0100;5;3;8;0
7:15;6VLTE;0.5050;2.0210;0.3390;0.0160;8.2620;0.2220;1.0210;0.0100;3;2;5;0
13:15;8CLTE;4.8500;0.7070;0.0840;0.0190;3.2830;0.3160;1.0510;1.0210;3;2;5;0
4:45;7BLTE;0.0000;0.4040;0.0200;0.0080;0.1710;0.0830;1.0310;0.0100;2;1;3;0
1:45;3BLTE;5.7024;0.9551;0.2449;0.0233;5.6296;0.8377;1.0842;1.0149;5;3;8;1
16:30;3ALTE;12.6070;1.9375;0.5911;0.0771;43.8470;2.8234;1.2395;1.0730;6;4;10;1
5:00;10CLTE;1.0110;0.4040;0.0110;0.0060;0.1510;0.1060;1.0210;1.0110;2;2;4;0
0:00;1BLTE;10.1050;1.8190;0.4870;0.0500;14.8590;1.2700;1.2730;1.0510;5;4;9;0
10:15;2ALTE;0.1010;0.4040;0.0150;0.0050;0.1010;0.0270;1.0110;0.0100;1;1;2;0
16:00;8BLTE;9.3176;1.7411;0.5794;0.0612;18.5554;1.1162;1.1504;1.0452;5;3;8;1
2:00;10ALTE;6.1640;0.8080;0.1080;0.0220;5.8170;0.4470;1.0810;1.0310;4;3;7;0
14:15;6WLTE;2.7280;10.4080;1.3450;0.0750;16.6190;0.7030;1.3740;0.0100;6;4;10;0
19:15;4CLTE;24.6560;5.3560;1.1030;0.1000;43.8950;0.5920;1.4750;1.5560;7;7;14;0
9:45;4BLTE;20.7150;2.1220;0.6170;0.1410;21.3540;4.5160;1.3940;1.1820;7;4;11;0
14:30;7CLTE;0.4040;1.3140;0.5190;0.0340;60.7180;1.2150;1.1720;0.0100;4;2;6;0
22:00;8BLTE;12.9635;1.8734;0.4776;0.0674;22.7336;1.0709;1.2214;1.0837;6;5;11;1
2:30;4ALTE;1.3140;0.4040;0.0220;0.0070;1.2500;0.1080;1.0310;1.0110;2;1;3;0
12:30;10BLTE;1.8927;0.4111;0.0286;0.0070;3.0501;0.1499;1.0619;1.0246;3;2;5;1
9:15;1ALTE;20.6140;4.8500;1.3750;0.1210;34.0430;1.3730;1.4350;1.1520;6;4;10;0
15:30;7BLTE;0.3078;1.1154;0.3467;0.0445;13.7476;0.6937;1.3546;0.0101;6;3;9;1
22:30;8ALTE;13.2380;2.6270;0.6330;0.0520;9.8000;1.0130;1.2230;1.0810;5;3;8;0
5:30;9ALTE;0.4040;0.4040;0.1180;0.0180;2.3540;0.1680;1.0110;1.0110;2;1;3;0
10:45;10CLTE;2.2164;0.5063;0.0639;0.0141;1.1360;0.2002;1.1227;1.0730;2;2;4;1
5:15;8ALTE;7.2760;0.6060;0.0990;0.0220;8.7750;0.4870;1.0710;1.0210;3;2;5;0
5:15;8CLTE;0.3030;0.4040;0.0470;0.0090;3.0680;0.1720;1.0110;1.0110;1;1;2;0
22:30;6WLTE;8.5890;5.4570;0.6270;0.1170;15.8250;0.6300;1.1820;0.0100;5;4;9;0
16:30;5CLTE;20.9170;3.3350;1.0430;0.0920;34.1190;1.2730;1.3540;1.1010;5;4;9;0
17:45;10CLTE;5.4570;1.2469;0.4534;0.0362;14.1827;0.5772;1.0437;1.0349;4;2;6;1
11:15;8ALTE;28.6980;6.4670;1.7910;0.1420;26.1660;3.8800;1.6770;1.5760;7;6;13;0
3:15;7VLTE;0.4040;1.1120;0.0380;0.0100;2.6010;0.4110;0.9700;0.0100;3;2;5;0
12:45;4ALTE;4.3450;0.7070;0.1010;0.0270;7.4360;0.2400;1.1010;1.0210;3;2;5;0
3:00;10BLTE;0.3030;0.6060;2.1160;0.0220;80.2740;0.5260;1.0110;1.0110;1;1;2;0
14:00;6WLTE;7.2760;2.9300;0.2980;0.2640;14.0210;3.9880;1.2430;0.0100;5;4;9;0
5:15;6ULTE;0.1010;0.8080;0.0720;0.0150;3.9700;0.4660;1.0310;0.0100;2;2;4;0
5:30;5ALTE;0.4040;0.4040;0.0160;0.0090;0.2000;0.1240;1.0210;1.0110;2;1;3;0
8:45;10BLTE;2.0122;0.5274;0.1230;0.0153;19.6211;0.3689;1.0802;1.0389;3;2;5;1
13:15;5ALTE;13.7430;2.0210;0.3850;0.0530;7.9630;0.5680;1.2130;1.1120;5;4;9;0
1:30;8CLTE;0.5050;0.4040;0.0290;0.0100;1.3640;0.1180;1.0110;1.0110;1;1;2;0
0:15;5CLTE;9.4779;2.0881;0.6502;0.0481;11.5911;2.1029;1.1528;1.0717;5;3;8;1
20:45;7CLTE;0.5050;1.5160;0.6620;0.0780;27.4090;0.8060;1.2730;0.0100;6;3;9;0
15:00;7VLTE;3.0320;9.4990;1.5030;0.1000;25.8620;1.8210;1.4050;0.0100;5;4;9;0
23:30;1BLTE;19.7614;3.4406;1.3480;0.0729;44.5326;1.0660;1.3812;1.1629;6;5;11;1
17:45;8BLTE;18.1890;1.8190;0.6460;0.2340;14.9810;6.0050;1.2730;1.0910;6;4;10;0
20:45;1ALTE;13.3000;3.0742;0.9797;0.2971;38.4943;33.1765;1.1960;1.1090;5;4;9;1
22:45;3CLTE;4.2440;0.8080;0.3410;0.0260;29.5520;0.6610;1.0610;1.0210;3;2;5;0
5:30;3BLTE;3.0320;1.6170;0.8420;0.0330;20.2560;0.5460;1.0410;1.0210;3;2;5;0
13:45;5BLTE;11.9951;1.9230;0.2655;0.0370;8.5536;1.6899;1.1644;1.1553;4;4;8;1
2:15;9ALTE;0.5050;0.4040;0.0740;0.0120;5.1330;0.2250;1.0110;1.0110;2;1;3;0
4:30;6VLTE;0.3030;0.9090;0.0210;0.0080;0.4700;0.1430;1.0410;0.0100;3;2;5;0
23:15;9BLTE;4.9510;0.6060;0.0980;0.0500;3.9010;1.3730;1.0610;1.0210;3;3;6;0
8:45;5BLTE;19.6040;2.0210;0.5210;0.0750;20.3110;1.3840;1.3140;1.1320;6;4;10;0
7:00;8CLTE;1.4150;0.5050;0.1450;0.0240;6.2660;0.5550;1.0310;1.0110;3;2;5;0
12:45;9ALTE;20.6140;2.1220;0.6430;0.0920;17.4980;0.7910;1.4050;1.2330;6;5;11;0
20:15;6BLTE;23.8681;11.5033;3.7441;0.5467;60.5787;45.6326;1.3675;0.0106;7;5;12;1
16:00;9BLTE;7.4780;0.7070;0.2590;0.0290;24.5840;0.8070;1.0810;1.0310;3;2;5;0
12:15;1CLTE;26.1926;5.0578;0.9804;0.0918;21.7657;1.0804;1.5724;1.2684;8;5;13;1
6:45;2ALTE;0.0000;0.4040;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;0;0;0
21:00;10ALTE;12.8330;1.6170;0.4030;0.0450;67.4470;0.5020;1.1920;1.0610;4;3;7;0
11:00;8CLTE;9.8020;2.0210;0.5970;0.0350;31.8180;0.7380;1.1320;1.0410;4;3;7;0
12:45;9BLTE;2.2230;0.5050;0.0320;0.0100;2.8780;0.1790;1.0210;1.0110;2;2;4;0
12:30;5ALTE;8.8920;2.0210;0.3810;0.0490;10.2120;0.4070;1.1620;1.0510;4;3;7;0
1:45;6CLTE;3.2340;1.0110;0.1530;0.0170;7.9310;0.4640;1.0510;0.0100;3;2;5;0
1:30;6ALTE;1.7180;0.5050;0.1020;0.0150;10.5830;0.7150;1.0210;0.0100;2;2;4;0
19:00;6BLTE;23.6460;2.2230;0.6340;0.0770;21.2150;1.4500;1.2830;0.0100;6;4;10;0
2:45;1BLTE;3.2340;0.5050;0.0650;0.0160;3.3400;0.5240;1.0410;1.0110;2;2;4;0
2:00;6WLTE;0.6060;1.3140;0.1640;0.0220;3.1540;0.2630;1.0710;0.0100;4;3;7;0
5:30;9BLTE;0.4040;0.4040;0.0230;0.0110;0.2560;0.1110;1.0110;1.0110;2;1;3;0
17:45;9ALTE;4.6480;2.0210;0.4720;0.0350;6.8840;0.4630;1.0910;1.0210;4;3;7;0
6:15;9BLTE;0.4111;0.4005;0.0160;0.0102;0.2872;0.1623;0.9935;1.0121;2;1;3;1
14:45;10CLTE;2.6270;0.5050;0.0260;0.0120;0.9000;0.2310;1.0210;1.0110;2;2;4;0
0:00;10ALTE;6.3660;1.1120;0.3330;0.0250;13.1740;0.7140;1.0910;1.0410;4;3;7;0
10:15;5BLTE;20.8369;1.8247;0.6225;0.0866;17.2933;1.1806;1.3882;1.1489;6;5;11;1
3:15;6BLTE;10.7625;1.9733;0.9484;0.0430;55.2966;1.6785;1.1779;0.0103;5;3;8;1
0:30;4CLTE;11.9240;1.1120;0.2380;0.0380;5.6210;0.6440;1.1320;1.0510;4;3;7;0
17:00;6WLTE;1.3140;3.6380;0.6840;0.0440;21.2320;0.6420;1.2430;0.0100;5;3;8;0
20:15;5BLTE;14.0460;2.3240;0.5130;0.0500;18.2360;0.6110;1.2430;1.1320;6;4;10;0
8:45;4ALTE;1.4696;0.9286;0.9670;0.0698;35.6906;0.9382;1.0207;1.0361;3;1;4;1
0:15;5ALTE;2.2823;0.6089;0.1956;0.0102;14.6155;0.1665;1.0303;1.0459;2;3;5;1
18:00;5CLTE;22.0290;3.9410;1.0530;0.1160;29.4460;1.4260;1.4650;1.3040;7;5;12;0
13:15;3ALTE;31.7300;5.6590;1.7650;0.2100;49.7930;3.4370;2.0210;1.3940;8;7;15;0
23:00;3ALTE;11.4190;2.7280;0.9690;0.0540;70.6360;1.0810;1.1920;1.1420;5;4;9;0
14:45;9BLTE;2.2230;0.6060;0.4090;0.0330;23.8720;0.9950;1.0510;1.0110;2;2;4;0
12:00;7BLTE;0.7070;2.6270;1.0580;0.0900;54.4470;2.3140;1.3940;0.0100;5;3;8;0
9:00;1ALTE;23.4440;3.6380;1.3440;0.1400;35.1650;3.1660;1.4850;1.1320;6;5;11;0
4:00;6BLTE;5.0530;5.7600;4.7530;0.6780;66.4650;46.7540;1.0410;0.0100;3;2;5;0
22:45;1ALTE;10.5319;1.1445;0.2339;0.0558;11.9802;0.7280;1.1897;1.0528;5;3;8;1
18:15;6BLTE;22.6435;7.9018;3.6491;0.5661;57.2675;45.7241;1.2965;0.0104;7;5;12;1
10:30;8CLTE;0.9388;0.6960;0.5673;0.0208;41.2649;0.2570;1.0685;1.0206;3;2;5;1
2:30;10BLTE;2.6270;1.2130;0.5860;0.0280;17.3780;0.4840;1.0510;1.0210;3;2;5;0
1:45;4BLTE;11.5200;0.8080;0.0870;0.0460;5.1360;0.5780;1.1320;1.0710;4;3;7;0
20:00;1BLTE;19.5030;2.6270;0.8240;0.1020;39.9770;0.8960;1.3540;1.1320;6;4;10;0
14:45;1ALTE;23.3430;2.7280;0.7480;0.0840;18.8510;0.8680;1.3440;1.1620;6;5;11;0
10:30;6BLTE;15.2322;2.5713;0.8107;0.0452;13.7632;1.0359;1.0977;0.0103;4;4;8;1
10:00;6BLTE;12.5379;4.6328;2.5773;0.3151;92.1624;42.2113;1.1433;0.0103;5;3;8;1
13:30;8BLTE;11.5063;1.3366;0.3206;0.0801;11.7931;0.8754;1.2147;1.0978;5;4;9;1
14:00;9ALTE;8.4299;1.3141;0.2972;0.0591;6.2828;3.7094;1.1781;1.0321;5;3;8;1
5:45;8CLTE;0.6060;0.4040;0.0240;0.0200;0.3990;0.1850;1.0210;1.0210;2;2;4;0
17:45;5ALTE;6.6690;1.8190;0.5920;0.0400;27.0160;0.9820;1.1120;1.0510;4;3;7;0
9:30;8BLTE;3.0438;0.8184;0.3036;0.0349;14.9023;0.6197;1.0412;1.0193;3;2;5;1
20:30;6ALTE;8.9930;1.1120;0.2260;0.0370;5.4830;0.9540;1.1220;0.0100;4;2;6;0
20:00;4CLTE;23.0390;4.0420;1.1390;0.0940;11.4600;0.8160;1.4850;1.4150;6;6;12;0
20:15;8BLTE;13.8309;1.9647;0.4642;0.0520;13.5641;1.5744;1.2176;1.0913;6;3;9;1
5:15;4ALTE;0.4040;0.4040;0.0140;0.0130;0.2430;0.1310;1.0110;1.0110;2;1;3;0
9:00;10BLTE;4.9510;1.1120;0.2660;0.0250;9.0090;0.9630;1.0810;1.0410;4;3;7;0
21:30;5ALTE;3.0984;0.6994;0.1652;0.0215;2.6378;0.1808;1.0877;1.0814;3;4;7;1
23:30;1BLTE;14.4500;1.8190;0.5500;0.0680;24.7720;1.9340;1.2330;1.0510;6;4;10;0
4:15;1ALTE;1.5160;0.5050;0.1020;0.0150;5.5540;0.3420;1.0210;1.0110;2;2;4;0
7:00;7VLTE;0.1053;0.8473;0.0198;0.0080;0.4046;0.0777;1.0382;0.0106;3;1;4;1
2:30;4ALTE;2.3240;1.5160;1.0520;0.0160;51.2920;0.5520;1.0710;1.0110;3;2;5;0
23:15;1ALTE;16.6730;2.3240;0.5840;0.0650;32.2920;3.5690;1.1920;1.0910;4;4;8;0
3:30;9ALTE;0.2040;0.4196;0.1326;0.0147;4.8270;0.2511;1.0623;1.0595;1;1;2;1
12:00;2ALTE;0.1058;0.4144;0.0281;0.0103;0.0902;0.0187;1.0678;0.0106;1;2;3;1
2:45;1CLTE;15.2590;1.4150;0.6300;0.0350;41.9070;1.3280;1.1320;1.0410;4;3;7;0
17:30;9ALTE;4.3932;0.8465;0.1877;0.0233;2.9929;0.4238;1.1034;1.1255;4;3;7;1
